BALANCE,BALANCE_FREQUENCY,CASH_ADVANCE,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,CREDIT_LIMIT,CUST_ID,Fylld_Minimum_Payments,Index (kluster),Index,INSTALLMENTS_PURCHASES,MINIMUM_PAYMENTS,ONEOFF_PURCHASES,PAYMENTS,ONEOFF_PURCHASES_FREQUENCY,PRC_FULL_PAYMENT,PURCHASES_INSTALLMENTS_FREQUENCY,PURCHASES_FREQUENCY,PURCHASES,PURCHASES_TRX,TENURE
14.428951,0.727273,0,0,0,3000,C18392,149.575815,Kluster1,8173,200,149.575815,0,291.222619,0,0.375,0.666667,0.666667,200,8,12
8.844399,0.181818,0,0,0,3000,C18393,123.107146,Kluster1,8174,116.68,123.107146,0,677.982898,0,0.666667,0.166667,0.166667,116.68,2,12
189.499535,1,258.954597,0.166667,5,1000,C18394,135.98691,Kluster1,8175,989.38,135.98691,813.55,1273.819019,0.416667,0.583333,0.833333,0.916667,1802.93,35,12
117.061924,1,0,0,0,1500,C18395,162.066617,Kluster1,8176,154,162.066617,0,297.34992,0,0.090909,0.916667,0.916667,154,11,12
42.055305,1,0,0,0,3000,C18396,66.346615,Kluster1,8177,774.37,66.346615,0,664.956348,0,0.333333,1,1,774.37,19,12
266.51948,1,0,0,0,2000,C18397,164.309823,Kluster1,8178,741.67,164.309823,909.45,1098.566062,0.5,0.181818,0.833333,0.916667,1651.12,31,12
41.386295,0.363636,0,0,0,2200,C18398,169.999931,Kluster1,8179,0,169.999931,194.57,470.431305,0.166667,0,0,0.166667,194.57,2,12
147.14671,1,0,0,0,2700,C18399,167.731583,Kluster1,8180,356.68,167.731583,0,385.268234,0,0,1,1,356.68,16,12
763.228081,0.9,1948.071903,0.5,48,1200,C18400,263.756386,Kluster1,8181,0,263.756386,0,1223.745197,0,0.125,0,0,0,0,10
1606.875936,1,0,0,0,6500,C18401,328.146908,Kluster1,8182,561.48,328.146908,1302,698.65014,0.083333,0,0.666667,0.666667,1863.48,20,12
168.600813,1,2768.260223,0.833333,33,2000,C18402,114.611791,Kluster1,8183,706.28,114.611791,1243.45,4706.338518,0.916667,0.916667,0.666667,1,1949.73,62,12
1333.899916,1,1107.81888,0.083333,4,3500,C18403,405.279545,Kluster1,8184,333.34,405.279545,45.65,1202.239577,0.083333,0,1,1,356.77,14,12
41.624195,0.454545,0,0,0,1000,C18404,41.427923,Kluster1,8185,0,41.427923,102,278.021419,0.166667,0,0,0.166667,102,5,12
1021.334556,1,0,0,0,1000,C18405,1127.577542,Kluster1,8186,300,1127.577542,0,516.596295,0,0,0.833333,0.833333,300,10,12
1047.173202,1,0,0,0,1000,C18406,1256.70522,Kluster1,8187,450,1256.70522,0,503.698541,0,0,0.666667,0.666667,450,12,12
1829.837678,1,853.585813,0.363636,6,2000,C18407,387.526832,Kluster1,8188,0,387.526832,0,383.433012,0,0,0,0,0,0,11
772.647723,0.875,970.37112,0.125,1,2500,C18408,209.002905,Kluster1,8189,0,209.002905,0,125.862157,0,0,0,0,0,0,8
114.297852,0.909091,0,0,0,1000,C18409,163.756802,Kluster1,8190,745,163.756802,249.54,1099.568918,0.333333,0.444444,0.75,0.833333,994.54,18,12
12.039155,0.363636,0,0,0,3000,C18410,80.075627,Kluster1,8191,100,80.075627,0,406.868896,0,0.333333,0.181818,0.181818,100,2,11
0,0,0,0,0,3000,C18411,1297.11,Kluster1,8192,52.5,1297.11,0,57.506797,0,0,0.416667,0.416667,52.5,5,12
785.198515,1,0,0,0,1200,C18412,294.572557,Kluster1,8193,0,294.572557,1207.42,374.231139,0.583333,0,0,0.583333,1207.42,21,12
1056.98996,1,1388.219296,0.416667,10,2000,C18413,276.344591,Kluster1,8194,0,276.344591,0,834.107295,0,0,0,0,0,0,12
0.437285,0.181818,0,0,0,8500,C18414,4.763689,Kluster1,8195,0,4.763689,6.9,4.523555,0.083333,0,0,0.083333,6.9,1,12
737.775044,1,2723.362442,0.5,14,1500,C18415,184.381222,Kluster1,8196,0,184.381222,107.94,1484.746502,0.166667,0.2,0,0.166667,107.94,1,6
219.749851,1,0,0,0,1000,C18416,187.61419,Kluster1,8197,1208.38,187.61419,0,1256.084967,0,0.083333,0.833333,0.833333,1208.38,10,12
1135.540743,1,0,0,0,1450,C18417,275.097439,Kluster1,8198,15.88,275.097439,1132.59,1089.187544,0.416667,0,0.083333,0.416667,1148.47,27,12
247.142072,1,0,0,0,500,C18418,1297.11,Kluster1,8199,0,1297.11,245,0,0.083333,0,0,0.083333,245,1,12
1140.673705,1,631.332476,0.166667,2,1800,C18419,428.424098,Kluster1,8200,438.83,428.424098,0,807.664131,0,0,1,1,438.83,18,12
2692.11891,1,346.333741,0.25,4,3500,C18420,1430.850565,Kluster1,8201,0,1430.850565,594.7,4207.716509,0.416667,0.083333,0,0.416667,594.7,12,12
19.296018,1,0,0,0,1000,C18421,159.039023,Kluster1,8202,210,159.039023,0,296.473656,0,0.5,1,1,210,12,12
22.061664,1,0,0,0,1000,C18422,172.112042,Kluster1,8203,208.8,172.112042,0,205.111057,0,0.25,1,1,208.8,12,12
411.062591,1,988.119391,0.333333,7,500,C18423,220.507641,Kluster1,8204,0,220.507641,0,1027.320667,0,0.090909,0,0,0,0,12
1990.482788,0.818182,5807.425413,0.272727,6,3500,C18424,759.519555,Kluster1,8205,0,759.519555,55,3170.513718,0.090909,0,0,0.090909,55,1,11
171.402357,1,0,0,0,2700,C18425,161.590149,Kluster1,8206,755.5,161.590149,0,845.857679,0,0,1,1,755.5,35,12
974.749857,1,998.896759,0.416667,5,1200,C18426,279.05917,Kluster1,8207,0,279.05917,0,1274.705644,0,0,0,0,0,0,12
1437.545676,1,154.529131,0.083333,1,3000,C18427,406.16845,Kluster1,8208,0,406.16845,0,406.05425,0,0,0,0,0,0,12
492.947466,1,1826.582575,1,27,2500,C18428,162.457032,Kluster1,8209,0,162.457032,0,1675.26159,0,0.375,0,0,0,0,10
758.118109,0.727273,0,0,0,1000,C18429,6521.086012,Kluster1,8210,837.44,6521.086012,0,2198.992341,0,0,1,1,837.44,22,12
482.028341,1,0,0,0,2500,C18430,179.412181,Kluster1,8211,106.47,179.412181,0,184.166639,0,0,0.5,0.5,106.47,9,12
419.22185,0.454545,1117.228257,0.166667,5,1200,C18431,267.413513,Kluster1,8212,0,267.413513,0,182.36345,0,0,0,0,0,0,12
0.228572,0.125,0,0,0,1500,C18432,1297.11,Kluster1,8213,0,1297.11,60,438.738982,0.125,0,0,0.125,60,1,8
57.116811,0.454545,381.171145,0.083333,1,4500,C18433,99.950697,Kluster1,8214,0,99.950697,27.79,1215.965938,0.083333,1,0,0.083333,27.79,1,12
61.21162,0.909091,0,0,0,1500,C18434,159.727823,Kluster1,8215,280.83,159.727823,0,191.386573,0,0,0.909091,0.909091,280.83,11,11
4436.557694,1,567.971877,0.083333,1,10500,C18435,1067.515656,Kluster2,8216,167.52,1067.515656,5838.38,1650.425296,0.583333,0,0.916667,1,6005.9,61,12
798.746133,1,779.357321,0.333333,7,1500,C18436,327.165449,Kluster1,8217,233.16,327.165449,0,1701.391735,0,0,0.166667,0.25,233.16,3,12
5658.669875,1,4599.29664,0.166667,5,11000,C18437,1851.570072,Kluster2,8218,740.89,1851.570072,0,1328.416237,0,0,0.583333,0.583333,740.89,7,12
1105.179825,1,0,0,0,1200,C18438,725.821711,Kluster1,8219,0,725.821711,200,308.242594,0.083333,0,0,0.083333,200,1,12
20.595501,0.545455,0,0,0,2700,C18439,82.359493,Kluster1,8220,289.78,82.359493,0,342.440014,0,0.363636,0.416667,0.416667,289.78,5,12
435.518068,1,0,0,0,500,C18440,220.943631,Kluster1,8221,0,220.943631,27.22,160.536841,0.083333,0,0,0.083333,27.22,1,12
11.391553,1,0,0,0,4000,C18441,71.701127,Kluster1,8222,201.52,71.701127,0,210.443741,0,0.9,0.916667,0.916667,201.52,11,12
1058.726643,0.571429,1639.830365,0.142857,2,2000,C18442,354.529079,Kluster1,8223,0,354.529079,191,171.044001,0.142857,0,0,0.142857,191,2,7
2732.732417,0.727273,3998.665108,0.333333,43,5000,C18443,1781.660007,Kluster1,8224,0,1781.660007,374.95,2056.177019,0.166667,0,0,0.166667,374.95,7,12
21.999733,1,0,0,0,4000,C18444,154.938486,Kluster1,8225,343.75,154.938486,0,337.022364,0,0.909091,0.916667,0.916667,343.75,22,12
176.991674,0.272727,0,0,0,1200,C18445,166.360313,Kluster1,8226,0,166.360313,763.71,314.5974,0.083333,0,0,0.083333,763.71,1,12
12.108421,0.272727,625.979655,0.166667,2,1000,C18446,14.847368,Kluster1,8227,0,14.847368,0,680.02354,0,0.090909,0,0,0,0,12
3553.326258,0.875,4863.883228,0.75,14,5000,C18447,1026.828021,Kluster2,8228,497.81,1026.828021,130,891.259465,0.125,0,0.75,0.875,627.81,25,8
51.08934,0.818182,0,0,0,1000,C18449,238.811356,Kluster1,8229,140.75,238.811356,0,347.240071,0,0.111111,0.416667,0.416667,140.75,5,12
161.926545,0.333333,0,0,0,14000,C18450,1297.11,Kluster1,8230,0,1297.11,1427.83,0,0.333333,0,0,0.333333,1427.83,12,6
8.248278,0.363636,74.905547,0.083333,1,4000,C18451,64.837252,Kluster1,8231,0,64.837252,0,323.533469,0,0.5,0,0,0,0,12
514.17242,1,0,0,0,1000,C18452,1879.235176,Kluster1,8232,0,1879.235176,45.65,103.945858,0.083333,0,0,0.083333,45.65,1,12
404.316166,1,0,0,0,1000,C18453,193.242502,Kluster1,8233,176,193.242502,0,157.644753,0,0,0.416667,0.416667,176,5,12
64.472043,0.727273,0,0,0,1200,C18454,170.875613,Kluster1,8234,200.02,170.875613,0,442.334336,0,0.222222,0.25,0.25,200.02,3,12
61.628782,1,0,0,0,1500,C18455,112.081828,Kluster1,8235,457.31,112.081828,0,364.254422,0,0.666667,0.875,1,457.31,9,8
535.927055,1,562.957567,0.166667,2,1200,C18456,306.059548,Kluster1,8236,0,306.059548,0,598.924595,0,0,0,0,0,0,12
691.181508,1,0,0,0,1000,C18457,328.466313,Kluster1,8237,439.92,328.466313,0,162.995562,0,0,1,1,439.92,12,12
2144.040539,1,14127.46664,0.416667,23,3500,C18458,525.168936,Kluster1,8238,0,525.168936,0,12571.81466,0,0.3,0,0,0,0,12
155.29619,1,0,0,0,1800,C18459,194.850359,Kluster1,8239,235.18,194.850359,214,328.110035,0.181818,0,0.272727,0.454545,449.18,7,11
536.425055,1,0,0,0,2000,C18460,207.884434,Kluster1,8240,878.59,207.884434,2423.42,3195.65769,0.583333,0.25,0.5,0.833333,3302.01,28,12
3838.460036,1,3816.470266,0.222222,7,4000,C18461,2027.077624,Kluster2,8241,230.22,2027.077624,0,601.628528,0,0,0.888889,1,230.22,9,9
20.12252,0.666667,0,0,0,2500,C18462,85.787699,Kluster1,8242,212.82,85.787699,0,193.710394,0,1,0.5,0.666667,212.82,5,6
876.69029,1,1089.711093,0.166667,3,1000,C18463,329.503756,Kluster1,8243,0,329.503756,0,1385.757558,0,0.083333,0,0,0,0,12
792.349098,0.555556,1795.077768,0.444444,13,2000,C18464,286.451636,Kluster1,8244,0,286.451636,0,219.603033,0,0,0,0,0,0,9
12.090835,1,39.158589,0.083333,1,1000,C18465,51.162505,Kluster1,8245,0,51.162505,0,50.46639,0,0.111111,0,0,0,0,12
56.13816,1,0,0,0,2700,C18466,165.122729,Kluster1,8246,443.1,165.122729,112,527.817131,0.083333,0.583333,0.916667,0.916667,555.1,39,12
43.438252,1,0,0,0,3000,C18467,153.504488,Kluster1,8247,194.1,153.504488,0,123.282925,0,0.083333,0.75,0.833333,194.1,10,12
59.702526,0.636364,0,0,0,1000,C18468,195.624534,Kluster1,8248,674.68,195.624534,0,810.809093,0,1,0.5,0.583333,674.68,13,12
94.604491,1,0,0,0,2500,C18469,154.937506,Kluster1,8249,816,154.937506,0,694.054946,0,0.416667,1,1,816,12,12
22.427861,0.454545,0,0,0,2500,C18470,97.439864,Kluster1,8250,221.5,97.439864,119,413.025987,0.083333,0.4,0.416667,0.416667,340.5,6,12
386.6865,1,290.592428,0.333333,7,500,C18471,203.241132,Kluster1,8251,0,203.241132,0,617.799081,0,0.083333,0,0,0,0,12
2149.205166,0.909091,1114.317913,0.181818,2,3000,C18472,12748.98306,Kluster1,8252,0,12748.98306,0,3230.180347,0,0,0,0,0,0,11
64.995822,1,0,0,0,2500,C18473,178.815435,Kluster1,8253,550,178.815435,0,501.661911,0,0.583333,0.916667,0.916667,550,11,12
190.570683,1,0,0,0,2500,C18474,163.204795,Kluster1,8254,401.64,163.204795,219,412.129864,0.083333,0.166667,1,1,620.64,13,12
970.598275,1,1381.573316,0.25,5,1700,C18475,357.211595,Kluster1,8255,0,357.211595,0,674.552092,0,0,0,0,0,0,12
24.992059,1,0,0,0,2000,C18476,193.835236,Kluster1,8256,0,193.835236,292.5,309.294279,0.833333,0.833333,0,0.833333,292.5,11,12
383.965702,1,0,0,0,10500,C18477,228.639344,Kluster1,8257,0,228.639344,3552.44,3446.294572,0.916667,1,0,0.916667,3552.44,42,12
1004.937342,0.545455,1891.647657,0.090909,2,5000,C18478,454.540546,Kluster1,8258,100.08,454.540546,50.37,435.063532,0.090909,0,0.181818,0.363636,150.45,4,11
3748.676835,1,4420.346154,0.5,12,4000,C18479,2006.976997,Kluster2,8259,750,2006.976997,217.5,2036.146258,0.083333,0,0.333333,0.5,967.5,6,12
331.110003,1,0,0,0,2350,C18480,1024.833655,Kluster1,8260,3816,1024.833655,0,3234.025148,0,0.25,1,1,3816,12,12
2.936186,0.636364,0,0,0,3500,C18481,18.569907,Kluster1,8261,0,18.569907,40.7,29.250668,0.166667,0,0,0.166667,40.7,2,12
104.693836,1,0,0,0,2700,C18482,201.315774,Kluster1,8262,783.24,201.315774,0,734.364933,0,0.666667,1,1,783.24,12,12
31.072032,1,0,0,0,2000,C18483,155.920337,Kluster1,8263,234.58,155.920337,0,224.626205,0,0.416667,1,1,234.58,24,12
109.009133,1,0,0,0,1000,C18484,165.855405,Kluster1,8264,749.18,165.855405,0,922.628357,0,0.727273,0.833333,0.833333,749.18,10,12
385.845093,0.25,2397.763368,0.25,5,2500,C18485,1297.11,Kluster1,8265,0,1297.11,0,0,0,0,0,0,0,0,8
1209.031561,1,5910.81455,0.416667,8,2500,C18486,397.704005,Kluster1,8266,0,397.704005,103.91,5904.060257,0.083333,0.083333,0,0.083333,103.91,1,12
2837.962185,1,958.26211,0.416667,5,5000,C18487,659.255972,Kluster1,8267,0,659.255972,898.2,641.182454,0.416667,0,0,0.416667,898.2,10,12
1929.069939,1,973.827667,0.166667,2,2500,C18488,513.327849,Kluster1,8268,0,513.327849,0,786.014779,0,0,0,0,0,0,12
324.479364,0.5,1156.870667,0.5,13,2500,C18489,1297.11,Kluster1,8269,0,1297.11,0,0,0,0,0,0,0,0,6
597.184048,1,2446.857321,0.166667,2,1500,C18490,373.020675,Kluster1,8270,517,373.020675,0,2119.840291,0,0.166667,0.416667,0.5,517,6,12
468.022403,1,132.146931,0.25,6,1000,C18491,163.678643,Kluster1,8271,252.8,163.678643,236.13,722.96482,0.333333,0,0.75,0.833333,488.93,14,12
223.820349,0.8,98.219677,0.3,4,300,C18492,395.334212,Kluster1,8272,306.91,395.334212,869.81,1074.228736,0.5,0,0.5,0.7,1176.72,31,10
2757.097566,1,686.790836,0.166667,2,3000,C18493,8608.53291,Kluster1,8273,1149,8608.53291,384.04,767.851514,0.083333,0,0.416667,0.5,1533.04,7,12
44.540733,0.636364,0,0,0,4000,C18494,190.9106,Kluster1,8274,358.15,190.9106,88.47,734.815143,0.083333,0.8,0.416667,0.583333,446.62,9,12
1410.909779,1,948.848018,0.166667,8,1200,C18495,11795.28096,Kluster1,8275,698.88,11795.28096,0,79.578186,0,0.083333,1,1,698.88,12,12
219.709329,1,0,0,0,1000,C18496,165.553894,Kluster1,8276,586.64,165.553894,0,156.939833,0,0,0.875,1,586.64,8,8
2075.870968,1,996.279137,0.166667,2,2500,C18497,543.579985,Kluster1,8277,0,543.579985,0,482.259939,0,0,0,0,0,0,12
84.988845,0.4,0,0,0,2500,C18498,136.958891,Kluster1,8278,0,136.958891,280,374.042528,0.1,0,0,0.1,280,1,10
48.487138,0.818182,0,0,0,1000,C18499,156.323105,Kluster1,8279,261.81,156.323105,0,231.475316,0,0,0.5,0.666667,261.81,8,12
1228.217369,1,382.163862,0.083333,1,1400,C18500,758.120882,Kluster1,8280,836.4,758.120882,0,1163.702341,0,0,1,1,836.4,24,12
1174.249291,0.833333,1664.224665,0.5,6,2000,C18501,205.99605,Kluster1,8281,0,205.99605,233.54,185.82061,0.333333,0,0,0.333333,233.54,5,6
991.11995,0.833333,1341.446355,0.333333,2,1500,C18502,160.331541,Kluster1,8282,0,160.331541,0,204.785807,0,0,0,0,0,0,6
1142.302592,1,175.924692,0.333333,5,1200,C18503,418.981666,Kluster1,8283,0,418.981666,0,454.157081,0,0,0,0,0,0,12
1056.794852,1,3291.524402,0.666667,17,3000,C18504,339.698592,Kluster1,8284,0,339.698592,0,2794.942155,0,0.166667,0,0,0,0,12
4302.771935,0.857143,5875.404159,0.142857,5,6000,C18505,1966.521666,Kluster2,8285,0,1966.521666,0,384.040295,0,0,0,0,0,0,7
279.811953,1,0,0,0,1000,C18506,195.433258,Kluster1,8286,399.9,195.433258,0,538.655831,0,0,0.916667,1,399.9,14,12
54.598322,1,0,0,0,2000,C18507,75.007289,Kluster1,8287,832.68,75.007289,0,811.761402,0,0.333333,1,1,832.68,12,12
2323.50306,1,1750.387105,0.583333,14,3000,C18508,539.587943,Kluster1,8288,0,539.587943,66,663.167426,0.083333,0,0,0.083333,66,1,12
997.781043,1,56.553047,0.166667,2,1200,C18509,347.033488,Kluster1,8289,0,347.033488,0,729.644957,0,0,0,0,0,0,12
96.698289,1,0,0,0,2000,C18510,180.400196,Kluster1,8290,1052.28,180.400196,0,930.197472,0,0.833333,1,1,1052.28,23,12
39.02645,0.888889,0,0,0,1500,C18511,122.755349,Kluster1,8291,158.96,122.755349,0,117.452297,0,0,0.777778,0.888889,158.96,8,9
71.98176,1,0,0,0,1000,C18512,178.180098,Kluster1,8292,459.49,178.180098,0,396.58986,0,0.666667,1,1,459.49,13,12
2537.341739,1,769.988993,0.166667,3,4000,C18513,858.654032,Kluster1,8293,777.17,858.654032,1508.89,520.41176,0.666667,0,0.916667,1,2286.06,49,12
14.665071,0.454545,0,0,0,1000,C18514,137.064172,Kluster1,8294,0,137.064172,108.85,170.376826,0.333333,0,0,0.333333,108.85,4,12
66.0478,0.454545,0,0,0,600,C18515,167.18485,Kluster1,8295,0,167.18485,674.67,538.053223,0.416667,1,0,0.416667,674.67,8,12
190.096469,1,0,0,0,1000,C18516,195.131923,Kluster1,8296,561.99,195.131923,0,372.859398,0,0,1,1,561.99,14,12
3380.523396,1,3294.766081,0.333333,17,4000,C18517,2405.600709,Kluster2,8297,0,2405.600709,1012.31,714.210126,0.555556,0,0,0.555556,1012.31,27,9
229.272651,0.363636,751.963727,0.083333,1,1200,C18518,312.967911,Kluster1,8298,0,312.967911,0,12.773144,0,0,0,0,0,0,12
2473.175598,1,1462.361808,0.416667,9,3000,C18519,582.501738,Kluster1,8299,0,582.501738,0,703.75604,0,0,0,0,0,0,12
26.625558,1,0,0,0,2700,C18520,137.21437,Kluster1,8300,199.2,137.21437,0,177.875592,0,0.181818,1,1,199.2,12,12
19.161629,1,0,0,0,2500,C18521,170.717097,Kluster1,8301,638.08,170.717097,0,639.809559,0,1,1,1,638.08,12,12
2271.907354,1,1253.401339,0.583333,9,2500,C18522,632.612856,Kluster1,8302,0,632.612856,0,1358.997158,0,0,0,0,0,0,12
1973.025342,1,2009.582123,0.666667,6,2000,C18523,476.302544,Kluster1,8303,0,476.302544,0,325.367575,0,0,0,0,0,0,9
29.040058,0.909091,0,0,0,1000,C18524,88.003769,Kluster1,8304,289.63,88.003769,0,243.424066,0,0,0.909091,1,289.63,11,11
935.042217,1,0,0,0,1200,C18525,215.712999,Kluster1,8305,0,215.712999,1000,204.111522,0.083333,0,0,0.083333,1000,1,12
863.821682,1,315.650923,0.083333,1,1000,C18526,1598.733913,Kluster1,8306,145.81,1598.733913,0,520.56678,0,0,0.5,0.583333,145.81,7,12
2128.836017,1,2474.142891,0.083333,1,5000,C18527,582.608195,Kluster1,8307,0,582.608195,0,895.113371,0,0,0,0,0,0,12
1299.027426,1,2823.614133,0.571429,16,1500,C18528,1066.288428,Kluster1,8308,657.22,1066.288428,74.23,2296.979965,0.142857,0.166667,0.857143,1,731.45,11,7
2066.764509,1,2099.57077,0.333333,26,2500,C18529,1397.322018,Kluster1,8309,0,1397.322018,421.12,701.557906,0.083333,0,0,0.083333,421.12,1,12
6008.914524,0.777778,8304.470149,0.333333,9,9000,C18530,1404.889491,Kluster2,8310,0,1404.889491,0,1279.301117,0,0,0,0,0,0,9
1420.676352,1,346.104638,0.333333,5,1500,C18531,1159.79285,Kluster1,8311,958.58,1159.79285,420.54,1439.44004,0.25,0,0.916667,0.916667,1379.12,26,12
1304.669711,1,718.244077,0.25,3,6000,C18532,221.76596,Kluster1,8312,99,221.76596,839.95,397.559825,0.75,0,0.625,0.875,938.95,19,8
42.204276,0.909091,0,0,0,500,C18533,96.554895,Kluster1,8313,458.34,96.554895,197.39,459.163878,0.083333,0.5,0.916667,1,655.73,12,12
420.348086,1,0,0,0,1500,C18534,202.854078,Kluster1,8314,3153,202.854078,833.24,3100.021072,0.166667,0.666667,1,1,3986.24,22,12
636.560481,0.666667,1148.569187,0.5,9,1500,C18535,128.452063,Kluster1,8315,21.16,128.452063,181.61,76.573549,0.333333,0,0.166667,0.5,202.77,5,6
2648.244646,1,10458.97815,1,123,4000,C18536,665.888853,Kluster1,8316,0,665.888853,0,9818.531412,0,0,0,0,0,0,12
174.909754,0.833333,721.16471,0.333333,3,1500,C18537,82.94693,Kluster1,8317,0,82.94693,0,221.855473,0,0,0,0,0,0,6
1016.52185,0.909091,1069.450087,0.166667,4,1200,C18538,4080.472538,Kluster1,8318,0,4080.472538,44,54.983629,0.083333,0,0,0.083333,44,1,12
2080.12257,0.777778,3014.915206,0.222222,7,3000,C18539,506.798212,Kluster1,8319,0,506.798212,0,652.357962,0,0,0,0,0,0,9
289.220297,1,1048.868332,0.083333,3,1200,C18540,288.255952,Kluster1,8320,0,288.255952,0,59.150211,0,0,0,0,0,0,12
1079.106678,1,390.485014,0.416667,5,1200,C18541,313.808062,Kluster1,8321,0,313.808062,0,552.57076,0,0,0,0,0,0,12
7.258112,0.272727,0,0,0,1500,C18542,79.49349,Kluster1,8322,0,79.49349,57,294.679399,0.090909,0,0,0.090909,57,1,11
403.311321,0.857143,438.543672,0.142857,1,4000,C18543,133.729514,Kluster1,8323,0,133.729514,208,39.576673,0.142857,0,0,0.142857,208,1,7
15.410246,0.571429,0,0,0,4000,C18544,70.412367,Kluster1,8324,0,70.412367,51.02,72.30987,0.142857,0,0,0.142857,51.02,2,7
1094.961929,1,1188.796657,0.5,8,1200,C18545,1643.554755,Kluster1,8325,498.21,1643.554755,0,460.368166,0,0,0.875,1,498.21,14,8
254.260019,1,0,0,0,4000,C18546,188.392562,Kluster1,8326,2184.72,188.392562,0,1889.29739,0,0.5,1,1,2184.72,41,12
110.474358,1,0,0,0,2500,C18547,164.585216,Kluster1,8327,1024.92,164.585216,269.5,1399.705212,0.166667,0.818182,0.833333,0.916667,1294.42,13,12
17.699123,0.454545,29.421611,0.083333,1,2000,C18548,82.738431,Kluster1,8328,0,82.738431,0,178.288304,0,0.333333,0,0,0,2,12
77.097563,0.727273,281.332123,0.25,4,1000,C18549,123.11519,Kluster1,8329,208,123.11519,25.62,689.947206,0.083333,0.111111,0.666667,0.666667,233.62,9,12
0,0,0,0,0,3000,C18550,1297.11,Kluster1,8330,39.54,1297.11,0,181.014541,0,0,0.166667,0.166667,39.54,2,12
777.210275,1,1387.449608,0.428571,6,1000,C18551,521.876562,Kluster1,8331,622.51,521.876562,0,1092.401437,0,0,0.857143,1,622.51,27,7
25.840196,1,0,0,0,1000,C18552,176.998221,Kluster1,8332,277.56,176.998221,0,274.150799,0,1,1,1,277.56,12,12
150.897044,0.181818,900.772781,0.083333,1,2500,C18553,1297.11,Kluster1,8333,0,1297.11,0,0,0,0,0,0,0,0,12
192.25979,0.272727,997.125484,0.166667,4,1200,C18554,1297.11,Kluster1,8334,0,1297.11,86.03,0,0.083333,0,0,0.083333,86.03,1,12
11.115883,1,0,0,0,1000,C18555,34.928987,Kluster1,8335,216.36,34.928987,0,199.847489,0,0.555556,1,1,216.36,12,12
801.688726,1,0,0,0,1000,C18556,224.451595,Kluster1,8336,325.92,224.451595,0,484.790462,0,0,1,1,325.92,12,12
105.333584,0.375,0,0,0,6000,C18557,118.324082,Kluster1,8337,0,118.324082,306,101.986927,0.125,0,0,0.125,306,2,8
32.944835,1,0,0,0,1000,C18558,142.426777,Kluster1,8338,185.8,142.426777,0,101.816592,0,0.625,0.9,1,185.8,10,10
192.766707,0.727273,455.904257,0.25,4,2000,C18559,119.086777,Kluster1,8339,0,119.086777,55,236.007337,0.083333,0,0,0.083333,55,1,12
53.684439,0.818182,0,0,0,2500,C18560,172.278333,Kluster1,8340,862.47,172.278333,0,1007.362536,0,1,0.666667,0.75,862.47,9,12
229.752417,1,0,0,0,1000,C18561,171.875166,Kluster1,8341,82.28,171.875166,0,203.78769,0,0,0.333333,0.333333,82.28,4,12
184.007838,1,0,0,0,1500,C18562,180.5486,Kluster1,8342,526.92,180.5486,0,396.991301,0,0.083333,1,1,526.92,12,12
626.342256,1,0,0,0,7500,C18563,222.366993,Kluster1,8343,596.64,222.366993,360,2125.953394,0.090909,0,0.363636,0.454545,956.64,8,11
4.602365,0.181818,0,0,0,1000,C18564,41.034906,Kluster1,8344,38.42,41.034906,0,74.750172,0,0,0.166667,0.166667,38.42,2,12
438.94049,1,480.86377,0.166667,4,1000,C18565,364.106153,Kluster1,8345,45.23,364.106153,838.41,910.64164,0.333333,0,0.083333,0.333333,883.64,9,12
5.902257,0.818182,0,0,0,1000,C18566,85.012713,Kluster1,8346,246.25,85.012713,0,316.597475,0,0.777778,0.5,0.5,246.25,9,12
1226.820889,0.909091,1719.367591,0.181818,4,1500,C18567,409.831519,Kluster1,8347,0,409.831519,0,549.657295,0,0,0,0,0,0,11
485.236136,1,2250.075872,0.333333,5,3000,C18568,191.090262,Kluster1,8348,0,191.090262,0,3541.569099,0,0.333333,0,0,0,0,12
50.445122,1,0,0,0,1000,C18569,184.185967,Kluster1,8349,685.32,184.185967,0,627.32922,0,0.8,0.916667,1,685.32,12,12
1551.331695,1,0,0,0,1500,C18570,7433.189695,Kluster1,8350,349.92,7433.189695,0,321.763599,0,0,1,1,349.92,12,12
1158.905046,1,3259.28324,0.583333,13,2500,C18571,478.201727,Kluster1,8351,82.9,478.201727,0,2996.994649,0,0.166667,0.333333,0.333333,82.9,4,12
26.143768,0.363636,490.493,0.090909,4,1000,C18572,42.063009,Kluster1,8352,0,42.063009,0,1132.076982,0,0.333333,0,0,0,0,11
572.838755,1,0,0,0,600,C18573,416.727752,Kluster1,8353,102.59,416.727752,339.64,407.914418,1,0,0.444444,1,442.23,40,9
993.453968,1,0,0,0,1500,C18574,411.865777,Kluster1,8354,0,411.865777,1114.26,582.043795,0.416667,0,0,0.416667,1114.26,10,12
880.18183,1,192.159314,0.142857,1,2000,C18575,152.279898,Kluster1,8355,58.4,152.279898,0,132.494364,0,0,0.285714,0.285714,58.4,2,7
252.359096,1,0,0,0,450,C18577,2621.829478,Kluster1,8356,2487,2621.829478,0,2347.418943,0,0.166667,1,1,2487,12,12
